trip_id,source_area,museum_name,museum_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,description
343,Railway Station,Araku Tribal Museum,Araku Valley,109.2,7h 17min,Not Available,Not Available,Rs.3545,High,Cab (Outstation),7:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Railway Station to Araku Tribal Museum in Araku Valley. ~109.2km. High traffic expected. Best option: Cab (Outstation).
344,RTC Complex,Araku Tribal Museum,Araku Valley,112.4,11h 14min,Not Available,Not Available,Rs.3952,Very High,Cab (Outstation),8:00-10:00 AM; 5:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from RTC Complex to Araku Tribal Museum in Araku Valley. ~112.4km. Very High traffic expected. Best option: Cab (Outstation).
345,Airport,Araku Tribal Museum,Araku Valley,127.5,5h 48min,Not Available,Not Available,Rs.3731,Moderate,Cab (Outstation),6:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Airport to Araku Tribal Museum in Araku Valley. ~127.5km. Moderate traffic expected. Best option: Cab (Outstation).
346,Pendurthi,Araku Tribal Museum,Araku Valley,113.5,5h 10min,Not Available,Not Available,Rs.3322,Moderate,Cab (Outstation),7:30-9:30 AM; 5:00-7:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Pendurthi to Araku Tribal Museum in Araku Valley. ~113.5km. Moderate traffic expected. Best option: Cab (Outstation).
347,Gopalapatnam,Araku Tribal Museum,Araku Valley,124.1,4h 8min,Not Available,Not Available,Rs.3605,Low,Cab (Outstation),8:00-10:00 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Gopalapatnam to Araku Tribal Museum in Araku Valley. ~124.1km. Low traffic expected. Best option: Cab (Outstation).
348,Kurmannapalem,Araku Tribal Museum,Araku Valley,114.6,7h 38min,Not Available,Not Available,Rs.3097,High,Cab (Outstation),8:00-9:30 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Kurmannapalem to Araku Tribal Museum in Araku Valley. ~114.6km. High traffic expected. Best option: Cab (Outstation).
349,Auto Nagar,Araku Tribal Museum,Araku Valley,121.5,5h 31min,Not Available,Not Available,Rs.3817,Moderate,Cab (Outstation),7:30-9:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Auto Nagar to Araku Tribal Museum in Araku Valley. ~121.5km. Moderate traffic expected. Best option: Cab (Outstation).
350,Steel Plant,Araku Tribal Museum,Araku Valley,110.5,7h 22min,Not Available,Not Available,Rs.3288,High,Cab (Outstation),7:00-9:00 AM; 4:30-7:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Steel Plant to Araku Tribal Museum in Araku Valley. ~110.5km. High traffic expected. Best option: Cab (Outstation).
351,Scindia,Araku Tribal Museum,Araku Valley,117.9,5h 22min,Not Available,Not Available,Rs.4382,Moderate,Cab (Outstation),8:00-10:00 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Scindia to Araku Tribal Museum in Araku Valley. ~117.9km. Moderate traffic expected. Best option: Cab (Outstation).
352,One Town,Araku Tribal Museum,Araku Valley,113.4,11h 20min,Not Available,Not Available,Rs.2949,Very High,Cab (Outstation),9:30-11:30 AM; 6:00-9:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from One Town to Araku Tribal Museum in Araku Valley. ~113.4km. Very High traffic expected. Best option: Cab (Outstation).
353,Poorna Market,Araku Tribal Museum,Araku Valley,107.5,7h 10min,Not Available,Not Available,Rs.4255,High,Cab (Outstation),9:30-12:00 PM; 5:30-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Poorna Market to Araku Tribal Museum in Araku Valley. ~107.5km. High traffic expected. Best option: Cab (Outstation).
354,RK Beach,Araku Tribal Museum,Araku Valley,112.3,7h 29min,Not Available,Not Available,Rs.3367,High,Cab (Outstation),6:00-9:00 AM; 5:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from RK Beach to Araku Tribal Museum in Araku Valley. ~112.3km. High traffic expected. Best option: Cab (Outstation).
355,Rushikonda,Araku Tribal Museum,Araku Valley,124.3,5h 39min,Not Available,Not Available,Rs.4355,Moderate,Cab (Outstation),7:00-9:30 AM; 4:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Rushikonda to Araku Tribal Museum in Araku Valley. ~124.3km. Moderate traffic expected. Best option: Cab (Outstation).
356,Lawson's Bay,Araku Tribal Museum,Araku Valley,118.2,3h 56min,Not Available,Not Available,Rs.3421,Low,Cab (Outstation),7:30-9:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Lawson's Bay to Araku Tribal Museum in Araku Valley. ~118.2km. Low traffic expected. Best option: Cab (Outstation).
357,Hanumanthuwaka,Araku Tribal Museum,Araku Valley,126.9,4h 14min,Not Available,Not Available,Rs.3890,Low,Cab (Outstation),8:00-10:00 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Hanumanthuwaka to Araku Tribal Museum in Araku Valley. ~126.9km. Low traffic expected. Best option: Cab (Outstation).
358,Arilova,Araku Tribal Museum,Araku Valley,131.8,4h 24min,Not Available,Not Available,Rs.4465,Low,Cab (Outstation),8:30-10:30 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Arilova to Araku Tribal Museum in Araku Valley. ~131.8km. Low traffic expected. Best option: Cab (Outstation).
359,Beach Road,Araku Tribal Museum,Araku Valley,117.4,5h 20min,Not Available,Not Available,Rs.4375,Moderate,Cab (Outstation),6:30-9:00 AM; 5:30-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Beach Road to Araku Tribal Museum in Araku Valley. ~117.4km. Moderate traffic expected. Best option: Cab (Outstation).
360,Kailasagiri,Araku Tribal Museum,Araku Valley,122.0,8h 8min,Not Available,Not Available,Rs.4055,High,Cab (Outstation),7:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Araku Valley Town Centre; Araku APSRTC Bus Stand; Coffee Plantation Road,Travel from Kailasagiri to Araku Tribal Museum in Araku Valley. ~122.0km. High traffic expected. Best option: Cab (Outstation).
361,Gajuwaka,Matsya Darshini Aquarium,Beach Road,23.8,48 min,Rs.205,Rs.316,Rs.417,Low,Cab,8:00-10:00 AM; 6:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Gajuwaka to Matsya Darshini Aquarium in Beach Road. ~23.8km. Low traffic expected. Best option: Cab.
362,Kommadi,Matsya Darshini Aquarium,Beach Road,13.6,37 min,Rs.124,Rs.193,Rs.264,Moderate,Auto,8:30-10:00 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Kommadi to Matsya Darshini Aquarium in Beach Road. ~13.6km. Moderate traffic expected. Best option: Auto.
363,Madhurawada,Matsya Darshini Aquarium,Beach Road,14.7,29 min,Rs.133,Rs.206,Rs.280,Low,Auto,8:00-10:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Madhurawada to Matsya Darshini Aquarium in Beach Road. ~14.7km. Low traffic expected. Best option: Auto.
364,PM Palem,Matsya Darshini Aquarium,Beach Road,9.5,19 min,Rs.91,Rs.144,Rs.202,Low,Rapido Bike,8:30-10:00 AM; 6:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from PM Palem to Matsya Darshini Aquarium in Beach Road. ~9.5km. Low traffic expected. Best option: Rapido Bike.
365,MVP Colony,Matsya Darshini Aquarium,Beach Road,6.5,18 min,Rs.67,Rs.108,Rs.158,Moderate,Rapido Bike,9:00-11:00 AM; 6:00-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from MVP Colony to Matsya Darshini Aquarium in Beach Road. ~6.5km. Moderate traffic expected. Best option: Rapido Bike.
366,Siripuram,Matsya Darshini Aquarium,Beach Road,3.5,10 min,Rs.43,Rs.72,Rs.112,Moderate,Rapido Bike,9:00-11:30 AM; 6:30-9:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Siripuram to Matsya Darshini Aquarium in Beach Road. ~3.5km. Moderate traffic expected. Best option: Rapido Bike.
367,Dwaraka Nagar,Matsya Darshini Aquarium,Beach Road,5.1,20 min,Rs.56,Rs.91,Rs.136,High,Auto,9:00-11:00 AM; 6:00-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Dwaraka Nagar to Matsya Darshini Aquarium in Beach Road. ~5.1km. High traffic expected. Best option: Auto.
368,Maddilapalem,Matsya Darshini Aquarium,Beach Road,5.4,15 min,Rs.58,Rs.95,Rs.141,Moderate,Rapido Bike,8:30-10:30 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Maddilapalem to Matsya Darshini Aquarium in Beach Road. ~5.4km. Moderate traffic expected. Best option: Rapido Bike.
369,NAD Junction,Matsya Darshini Aquarium,Beach Road,5.7,16 min,Rs.61,Rs.98,Rs.146,Moderate,Rapido Bike,8:00-10:00 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from NAD Junction to Matsya Darshini Aquarium in Beach Road. ~5.7km. Moderate traffic expected. Best option: Rapido Bike.
370,Seethammadhara,Matsya Darshini Aquarium,Beach Road,6.5,18 min,Rs.67,Rs.108,Rs.158,Moderate,Rapido Bike,9:00-11:00 AM; 6:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Seethammadhara to Matsya Darshini Aquarium in Beach Road. ~6.5km. Moderate traffic expected. Best option: Rapido Bike.
371,Jagadamba,Matsya Darshini Aquarium,Beach Road,3.0,18 min,Rs.39,Rs.66,Rs.105,Very High,Rapido Bike,10:00 AM-12:00 PM; 6:00-9:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Jagadamba to Matsya Darshini Aquarium in Beach Road. ~3.0km. Very High traffic expected. Best option: Rapido Bike.
372,Asilmetta,Matsya Darshini Aquarium,Beach Road,7.7,21 min,Rs.77,Rs.122,Rs.176,Moderate,Rapido Bike,9:00-11:30 AM; 6:00-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Asilmetta to Matsya Darshini Aquarium in Beach Road. ~7.7km. Moderate traffic expected. Best option: Rapido Bike.
373,Railway Station,Matsya Darshini Aquarium,Beach Road,3.6,10 min,Rs.44,Rs.73,Rs.114,Moderate,Rapido Bike,7:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Railway Station to Matsya Darshini Aquarium in Beach Road. ~3.6km. Moderate traffic expected. Best option: Rapido Bike.
374,RTC Complex,Matsya Darshini Aquarium,Beach Road,7.2,20 min,Rs.73,Rs.116,Rs.168,Moderate,Rapido Bike,8:00-10:00 AM; 5:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from RTC Complex to Matsya Darshini Aquarium in Beach Road. ~7.2km. Moderate traffic expected. Best option: Rapido Bike.
375,Airport,Matsya Darshini Aquarium,Beach Road,18.2,1h 13min,Rs.161,Rs.248,Rs.333,High,Auto,6:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Airport to Matsya Darshini Aquarium in Beach Road. ~18.2km. High traffic expected. Best option: Auto.
376,Pendurthi,Matsya Darshini Aquarium,Beach Road,20.7,41 min,Rs.181,Rs.278,Rs.370,Low,Cab,7:30-9:30 AM; 5:00-7:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Pendurthi to Matsya Darshini Aquarium in Beach Road. ~20.7km. Low traffic expected. Best option: Cab.
377,Gopalapatnam,Matsya Darshini Aquarium,Beach Road,24.4,1h 7min,Rs.210,Rs.323,Rs.426,Moderate,Cab,8:00-10:00 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Gopalapatnam to Matsya Darshini Aquarium in Beach Road. ~24.4km. Moderate traffic expected. Best option: Cab.
378,Kurmannapalem,Matsya Darshini Aquarium,Beach Road,14.3,57 min,Rs.129,Rs.202,Rs.274,High,Auto,8:00-9:30 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Kurmannapalem to Matsya Darshini Aquarium in Beach Road. ~14.3km. High traffic expected. Best option: Auto.
379,Auto Nagar,Matsya Darshini Aquarium,Beach Road,22.3,1h 1min,Rs.193,Rs.298,Rs.394,Moderate,Cab,7:30-9:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Auto Nagar to Matsya Darshini Aquarium in Beach Road. ~22.3km. Moderate traffic expected. Best option: Cab.
380,Steel Plant,Matsya Darshini Aquarium,Beach Road,23.8,1h 5min,Rs.205,Rs.316,Rs.417,Moderate,Cab,7:00-9:00 AM; 4:30-7:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Steel Plant to Matsya Darshini Aquarium in Beach Road. ~23.8km. Moderate traffic expected. Best option: Cab.
381,Scindia,Matsya Darshini Aquarium,Beach Road,21.6,43 min,Rs.188,Rs.289,Rs.384,Low,Cab,8:00-10:00 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Scindia to Matsya Darshini Aquarium in Beach Road. ~21.6km. Low traffic expected. Best option: Cab.
382,One Town,Matsya Darshini Aquarium,Beach Road,7.9,32 min,Rs.78,Rs.125,Rs.178,High,Auto,9:30-11:30 AM; 6:00-9:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from One Town to Matsya Darshini Aquarium in Beach Road. ~7.9km. High traffic expected. Best option: Auto.
383,Poorna Market,Matsya Darshini Aquarium,Beach Road,5.5,22 min,Rs.59,Rs.96,Rs.142,High,Auto,9:30-12:00 PM; 5:30-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Poorna Market to Matsya Darshini Aquarium in Beach Road. ~5.5km. High traffic expected. Best option: Auto.
384,RK Beach,Matsya Darshini Aquarium,Beach Road,2.4,5 min,Rs.34,Rs.59,Rs.96,Low,Rapido Bike,6:00-9:00 AM; 5:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from RK Beach to Matsya Darshini Aquarium in Beach Road. ~2.4km. Low traffic expected. Best option: Rapido Bike.
385,Rushikonda,Matsya Darshini Aquarium,Beach Road,2.9,8 min,Rs.38,Rs.65,Rs.104,Moderate,Rapido Bike,7:00-9:30 AM; 4:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Rushikonda to Matsya Darshini Aquarium in Beach Road. ~2.9km. Moderate traffic expected. Best option: Rapido Bike.
386,Lawson's Bay,Matsya Darshini Aquarium,Beach Road,1.2,5 min,Rs.25,Rs.44,Rs.78,Low,Rapido Bike,7:30-9:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Lawson's Bay to Matsya Darshini Aquarium in Beach Road. ~1.2km. Low traffic expected. Best option: Rapido Bike.
387,Hanumanthuwaka,Matsya Darshini Aquarium,Beach Road,17.4,35 min,Rs.154,Rs.239,Rs.321,Low,Auto,8:00-10:00 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Hanumanthuwaka to Matsya Darshini Aquarium in Beach Road. ~17.4km. Low traffic expected. Best option: Auto.
388,Arilova,Matsya Darshini Aquarium,Beach Road,15.9,1h 4min,Rs.142,Rs.221,Rs.298,High,Auto,8:30-10:30 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Arilova to Matsya Darshini Aquarium in Beach Road. ~15.9km. High traffic expected. Best option: Auto.
389,Beach Road,Matsya Darshini Aquarium,Beach Road,2.3,5 min,Rs.33,Rs.58,Rs.94,Low,Rapido Bike,6:30-9:00 AM; 5:30-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Beach Road to Matsya Darshini Aquarium in Beach Road. ~2.3km. Low traffic expected. Best option: Rapido Bike.
390,Kailasagiri,Matsya Darshini Aquarium,Beach Road,1.9,5 min,Rs.30,Rs.53,Rs.88,Moderate,Rapido Bike,7:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Chinna Waltair Bus Stop; Pandurangapuram; Beach Road,Travel from Kailasagiri to Matsya Darshini Aquarium in Beach Road. ~1.9km. Moderate traffic expected. Best option: Rapido Bike.
