walk_id,source_place,park_name,park_area,destination_landmark,walking_distance_km,estimated_walk_time_minutes,walking_direction_steps,starting_landmark,ending_landmark,road_name,route_type,safe_for_tourists,street_lighting,best_time_to_walk,crowd_level,scenic_walk,nearby_places_on_route,google_maps_walk_link,description
WLK-678,Rushikonda,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Mini Park Main Gate,10.6,132,"1. Start at Rushikonda Beach Bus Stop. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 8.6 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Mini Park entrance (Akkayyapalem Mini Park Main Gate) is at the end of the approach road.",Rushikonda Beach Bus Stop,Akkayyapalem Mini Park Main Gate,Akkayyapalem Main Road,Beachside / Coastal Footpath,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Mini+Park+Visakhapatnam,"Walk from Rushikonda to Akkayyapalem Mini Park in Akkayyapalem, Visakhapatnam. Approx 10.6 km, takes about 132 minutes on foot via Akkayyapalem Main Road."
WLK-679,Scindia,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Mini Park Main Gate,12.4,155,"1. Start at Scindia Bus Stop. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 10.4 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Mini Park entrance (Akkayyapalem Mini Park Main Gate) is at the end of the approach road.",Scindia Bus Stop,Akkayyapalem Mini Park Main Gate,Akkayyapalem Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Mini+Park+Visakhapatnam,"Walk from Scindia to Akkayyapalem Mini Park in Akkayyapalem, Visakhapatnam. Approx 12.4 km, takes about 155 minutes on foot via Akkayyapalem Main Road."
WLK-680,Seethammadhara,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Mini Park Main Gate,1.4,17,1. Start at Seethammadhara Junction. 2. Head toward Akkayyapalem along Akkayyapalem Main Road. 3. Continue straight for approximately 1.4 km passing local landmarks. 4. Akkayyapalem Mini Park entrance gate (Akkayyapalem Mini Park Main Gate) is on your right.,Seethammadhara Junction,Akkayyapalem Mini Park Main Gate,Akkayyapalem Main Road,Urban Road Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Moderate,No,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Mini+Park+Visakhapatnam,"Walk from Seethammadhara to Akkayyapalem Mini Park in Akkayyapalem, Visakhapatnam. Approx 1.4 km, takes about 17 minutes on foot via Akkayyapalem Main Road."
WLK-681,Siripuram,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Mini Park Main Gate,4.8,60,"1. Start at Siripuram Circle. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 2.8 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Mini Park entrance (Akkayyapalem Mini Park Main Gate) is at the end of the approach road.",Siripuram Circle,Akkayyapalem Mini Park Main Gate,Akkayyapalem Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,No,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Mini+Park+Visakhapatnam,"Walk from Siripuram to Akkayyapalem Mini Park in Akkayyapalem, Visakhapatnam. Approx 4.8 km, takes about 60 minutes on foot via Akkayyapalem Main Road."
WLK-682,Steel Plant,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Mini Park Main Gate,7.6,95,"1. Start at Steel Plant Gate Bus Stop. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 5.6 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Mini Park entrance (Akkayyapalem Mini Park Main Gate) is at the end of the approach road.",Steel Plant Gate Bus Stop,Akkayyapalem Mini Park Main Gate,Akkayyapalem Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Mini+Park+Visakhapatnam,"Walk from Steel Plant to Akkayyapalem Mini Park in Akkayyapalem, Visakhapatnam. Approx 7.6 km, takes about 95 minutes on foot via Akkayyapalem Main Road."
WLK-683,Simhachalam,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Mini Park Main Gate,4.0,50,"1. Start at Simhachalam Temple Junction. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 2.0 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Mini Park entrance (Akkayyapalem Mini Park Main Gate) is at the end of the approach road.",Simhachalam Temple Junction,Akkayyapalem Mini Park Main Gate,Akkayyapalem Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,No,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Mini+Park+Visakhapatnam,"Walk from Simhachalam to Akkayyapalem Mini Park in Akkayyapalem, Visakhapatnam. Approx 4.0 km, takes about 50 minutes on foot via Akkayyapalem Main Road."
WLK-684,Airport,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Recreation Park Main Gate,6.6,82,"1. Start at Visakhapatnam Airport Gate. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 4.6 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Recreation Park entrance (Akkayyapalem Recreation Park Main Gate) is at the end of the approach road.",Visakhapatnam Airport Gate,Akkayyapalem Recreation Park Main Gate,Akkayyapalem Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Recreation+Park+Visakhapatnam,"Walk from Airport to Akkayyapalem Recreation Park in Akkayyapalem, Visakhapatnam. Approx 6.6 km, takes about 82 minutes on foot via Akkayyapalem Main Road."
WLK-685,Arilova,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Recreation Park Main Gate,6.1,76,"1. Start at Arilova Bus Stop. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 4.1 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Recreation Park entrance (Akkayyapalem Recreation Park Main Gate) is at the end of the approach road.",Arilova Bus Stop,Akkayyapalem Recreation Park Main Gate,Akkayyapalem Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Recreation+Park+Visakhapatnam,"Walk from Arilova to Akkayyapalem Recreation Park in Akkayyapalem, Visakhapatnam. Approx 6.1 km, takes about 76 minutes on foot via Akkayyapalem Main Road."
WLK-686,Asilmetta,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Recreation Park Main Gate,4.0,50,"1. Start at Asilmetta Junction. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 2.0 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Recreation Park entrance (Akkayyapalem Recreation Park Main Gate) is at the end of the approach road.",Asilmetta Junction,Akkayyapalem Recreation Park Main Gate,Akkayyapalem Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,No,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Recreation+Park+Visakhapatnam,"Walk from Asilmetta to Akkayyapalem Recreation Park in Akkayyapalem, Visakhapatnam. Approx 4.0 km, takes about 50 minutes on foot via Akkayyapalem Main Road."
WLK-687,Auto Nagar,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Recreation Park Main Gate,9.1,113,"1. Start at Auto Nagar Junction. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 7.1 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Recreation Park entrance (Akkayyapalem Recreation Park Main Gate) is at the end of the approach road.",Auto Nagar Junction,Akkayyapalem Recreation Park Main Gate,Akkayyapalem Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Recreation+Park+Visakhapatnam,"Walk from Auto Nagar to Akkayyapalem Recreation Park in Akkayyapalem, Visakhapatnam. Approx 9.1 km, takes about 113 minutes on foot via Akkayyapalem Main Road."
WLK-688,Beach Road,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Recreation Park Main Gate,5.6,70,"1. Start at Beach Road Promenade. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 3.6 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Recreation Park entrance (Akkayyapalem Recreation Park Main Gate) is at the end of the approach road.",Beach Road Promenade,Akkayyapalem Recreation Park Main Gate,Akkayyapalem Main Road,Beachside / Coastal Footpath,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Recreation+Park+Visakhapatnam,"Walk from Beach Road to Akkayyapalem Recreation Park in Akkayyapalem, Visakhapatnam. Approx 5.6 km, takes about 70 minutes on foot via Akkayyapalem Main Road."
WLK-689,Dwaraka Nagar,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Recreation Park Main Gate,3.5,43,"1. Start at Dwaraka Nagar Bus Stop. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 1.5 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Recreation Park entrance (Akkayyapalem Recreation Park Main Gate) is at the end of the approach road.",Dwaraka Nagar Bus Stop,Akkayyapalem Recreation Park Main Gate,Akkayyapalem Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,No,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Recreation+Park+Visakhapatnam,"Walk from Dwaraka Nagar to Akkayyapalem Recreation Park in Akkayyapalem, Visakhapatnam. Approx 3.5 km, takes about 43 minutes on foot via Akkayyapalem Main Road."
WLK-690,Gajuwaka,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Recreation Park Main Gate,8.8,110,"1. Start at Gajuwaka Junction. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 6.8 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Recreation Park entrance (Akkayyapalem Recreation Park Main Gate) is at the end of the approach road.",Gajuwaka Junction,Akkayyapalem Recreation Park Main Gate,Akkayyapalem Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Recreation+Park+Visakhapatnam,"Walk from Gajuwaka to Akkayyapalem Recreation Park in Akkayyapalem, Visakhapatnam. Approx 8.8 km, takes about 110 minutes on foot via Akkayyapalem Main Road."
WLK-691,Gopalapatnam,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Recreation Park Main Gate,6.8,85,"1. Start at Gopalapatnam Bus Stop. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 4.8 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Recreation Park entrance (Akkayyapalem Recreation Park Main Gate) is at the end of the approach road.",Gopalapatnam Bus Stop,Akkayyapalem Recreation Park Main Gate,Akkayyapalem Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Recreation+Park+Visakhapatnam,"Walk from Gopalapatnam to Akkayyapalem Recreation Park in Akkayyapalem, Visakhapatnam. Approx 6.8 km, takes about 85 minutes on foot via Akkayyapalem Main Road."
WLK-692,Hanumanthuwaka,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Recreation Park Main Gate,5.7,71,"1. Start at Hanumanthuwaka Bus Stop. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 3.7 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Recreation Park entrance (Akkayyapalem Recreation Park Main Gate) is at the end of the approach road.",Hanumanthuwaka Bus Stop,Akkayyapalem Recreation Park Main Gate,Akkayyapalem Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Recreation+Park+Visakhapatnam,"Walk from Hanumanthuwaka to Akkayyapalem Recreation Park in Akkayyapalem, Visakhapatnam. Approx 5.7 km, takes about 71 minutes on foot via Akkayyapalem Main Road."
WLK-693,Jagadamba,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Recreation Park Main Gate,3.7,46,"1. Start at Jagadamba Junction. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 1.7 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Recreation Park entrance (Akkayyapalem Recreation Park Main Gate) is at the end of the approach road.",Jagadamba Junction,Akkayyapalem Recreation Park Main Gate,Akkayyapalem Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,No,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Recreation+Park+Visakhapatnam,"Walk from Jagadamba to Akkayyapalem Recreation Park in Akkayyapalem, Visakhapatnam. Approx 3.7 km, takes about 46 minutes on foot via Akkayyapalem Main Road."
WLK-694,Kailasagiri,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Recreation Park Main Gate,6.9,86,"1. Start at Kailasagiri Ropeway Base Station. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 4.9 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Recreation Park entrance (Akkayyapalem Recreation Park Main Gate) is at the end of the approach road.",Kailasagiri Ropeway Base Station,Akkayyapalem Recreation Park Main Gate,Akkayyapalem Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Recreation+Park+Visakhapatnam,"Walk from Kailasagiri to Akkayyapalem Recreation Park in Akkayyapalem, Visakhapatnam. Approx 6.9 km, takes about 86 minutes on foot via Akkayyapalem Main Road."
WLK-695,Kommadi,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Recreation Park Main Gate,9.6,120,"1. Start at Kommadi Junction. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 7.6 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Recreation Park entrance (Akkayyapalem Recreation Park Main Gate) is at the end of the approach road.",Kommadi Junction,Akkayyapalem Recreation Park Main Gate,Akkayyapalem Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Recreation+Park+Visakhapatnam,"Walk from Kommadi to Akkayyapalem Recreation Park in Akkayyapalem, Visakhapatnam. Approx 9.6 km, takes about 120 minutes on foot via Akkayyapalem Main Road."
WLK-696,Kurmannapalem,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Recreation Park Main Gate,6.7,83,"1. Start at Kurmannapalem Junction. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 4.7 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Recreation Park entrance (Akkayyapalem Recreation Park Main Gate) is at the end of the approach road.",Kurmannapalem Junction,Akkayyapalem Recreation Park Main Gate,Akkayyapalem Main Road,Mixed Road / Footpath Walk,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Recreation+Park+Visakhapatnam,"Walk from Kurmannapalem to Akkayyapalem Recreation Park in Akkayyapalem, Visakhapatnam. Approx 6.7 km, takes about 83 minutes on foot via Akkayyapalem Main Road."
WLK-697,Lawson's Bay,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Recreation Park Main Gate,6.2,77,"1. Start at Lawson's Bay Colony Junction. 2. Head to the main road and follow signs toward Akkayyapalem. 3. Walk along Akkayyapalem Main Road for the first 2 km passing key junctions. 4. Continue for another 4.2 km following Akkayyapalem direction boards. 5. On reaching Akkayyapalem, follow the approach path. 6. Akkayyapalem Recreation Park entrance (Akkayyapalem Recreation Park Main Gate) is at the end of the approach road.",Lawson's Bay Colony Junction,Akkayyapalem Recreation Park Main Gate,Akkayyapalem Main Road,Beachside / Coastal Footpath,Yes,Yes,06:00-09:00 and 17:00-20:00,Low,Yes,"Akkayyapalem Market, Seethammadhara, MVP Colony",https://maps.google.com/?q=Akkayyapalem+Recreation+Park+Visakhapatnam,"Walk from Lawson's Bay to Akkayyapalem Recreation Park in Akkayyapalem, Visakhapatnam. Approx 6.2 km, takes about 77 minutes on foot via Akkayyapalem Main Road."
