"route_id,source_area,hospital_name,hospital_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,emergency_friendly,tourist_friendly,description"
"VZG00001,Gajuwaka,4S Multispeciality Hospital,Gajuwaka,Gajuwaka Bus Stop,28,City Bus,""Gajuwaka Junction, Gajuwaka Market, Hospital Zone"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,No,No,""APSRTC bus 28 from Gajuwaka to 4S Multispeciality Hospital in Gajuwaka. Passes through Gajuwaka, Major Junction, Gajuwaka. Approx 1.5 km, 9 mins."""
"VZG01234,PM Palem,Gitam Hospital,Madhurawada,Madhurawada Junction,99,City Bus,""PM Palem, Madhurawada, NAD Junction, Madhurawada"",4.4,18 mins,Rs.10,05:30,22:00,15,0.3,No,No,""APSRTC bus 99 from PM Palem to Gitam Hospital in Madhurawada. Passes through PM Palem, Major Junction, Madhurawada. Approx 4.4 km, 18 mins."""
"VZG01235,MVP Colony,Gitam Hospital,Madhurawada,Madhurawada Junction,28,Express,""MVP Colony, Seethammadhara, NAD Junction, Madhurawada"",33.3,104 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from MVP Colony to Gitam Hospital in Madhurawada. Passes through MVP Colony, Major Junction, Madhurawada. Approx 33.3 km, 104 mins."""
"VZG01236,Siripuram,Gitam Hospital,Madhurawada,Madhurawada Junction,28,Express,""Siripuram, Jagadamba, NAD Junction, Madhurawada"",33.1,104 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Siripuram to Gitam Hospital in Madhurawada. Passes through Siripuram, Major Junction, Madhurawada. Approx 33.1 km, 104 mins."""
"VZG01237,Dwaraka Nagar,Gitam Hospital,Madhurawada,Madhurawada Junction,28,Express,""Dwaraka Nagar, Jagadamba, NAD Junction, Madhurawada"",35.3,110 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Dwaraka Nagar to Gitam Hospital in Madhurawada. Passes through Dwaraka Nagar, Major Junction, Madhurawada. Approx 35.3 km, 110 mins."""
"VZG01238,Maddilapalem,Gitam Hospital,Madhurawada,Madhurawada Junction,28,Express,""Maddilapalem, Seethammadhara, NAD Junction, Madhurawada"",37.7,118 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Maddilapalem to Gitam Hospital in Madhurawada. Passes through Maddilapalem, Major Junction, Madhurawada. Approx 37.7 km, 118 mins."""
"VZG01239,NAD Junction,Gitam Hospital,Madhurawada,Madhurawada Junction,39,Semi-Express,""NAD Junction, Dondaparthy, NAD Junction, Madhurawada"",15.9,52 mins,Rs.25,05:30,22:00,30,0.8,No,No,""APSRTC bus 39 from NAD Junction to Gitam Hospital in Madhurawada. Passes through NAD Junction, Major Junction, Madhurawada. Approx 15.9 km, 52 mins."""
"VZG01240,Seethammadhara,Gitam Hospital,Madhurawada,Madhurawada Junction,28,Express,""Seethammadhara, Dondaparthy, NAD Junction, Madhurawada"",42.0,131 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Seethammadhara to Gitam Hospital in Madhurawada. Passes through Seethammadhara, Major Junction, Madhurawada. Approx 42.0 km, 131 mins."""
"VZG01241,Jagadamba,Gitam Hospital,Madhurawada,Madhurawada Junction,28,Express,""Jagadamba, Siripuram, NAD Junction, Madhurawada"",39.6,123 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Jagadamba to Gitam Hospital in Madhurawada. Passes through Jagadamba, Major Junction, Madhurawada. Approx 39.6 km, 123 mins."""
"VZG01242,Asilmetta,Gitam Hospital,Madhurawada,Madhurawada Junction,28,Express,""Asilmetta, Jagadamba, NAD Junction, Madhurawada"",39.7,124 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Asilmetta to Gitam Hospital in Madhurawada. Passes through Asilmetta, Major Junction, Madhurawada. Approx 39.7 km, 124 mins."""
"VZG01243,Railway Station,Gitam Hospital,Madhurawada,Madhurawada Junction,28,Express,""Railway Station, RTC Complex, NAD Junction, Madhurawada"",40.1,125 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Railway Station to Gitam Hospital in Madhurawada. Passes through Railway Station, Major Junction, Madhurawada. Approx 40.1 km, 125 mins."""
"VZG01244,RTC Complex,Gitam Hospital,Madhurawada,Madhurawada Junction,28,Express,""RTC Complex, Jagadamba, NAD Junction, Madhurawada"",39.8,124 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from RTC Complex to Gitam Hospital in Madhurawada. Passes through RTC Complex, Major Junction, Madhurawada. Approx 39.8 km, 124 mins."""
"VZG01245,Airport,Gitam Hospital,Madhurawada,Madhurawada Junction,38A,City Bus,""Airport, Bhimli Road, NAD Junction, Madhurawada"",4.9,19 mins,Rs.10,05:30,22:00,15,0.3,No,No,""APSRTC bus 38A from Airport to Gitam Hospital in Madhurawada. Passes through Airport, Major Junction, Madhurawada. Approx 4.9 km, 19 mins."""
"VZG01246,Pendurthi,Gitam Hospital,Madhurawada,Madhurawada Junction,39P,City Bus,""Pendurthi, Marripalem, NAD Junction, Madhurawada"",9.8,34 mins,Rs.15,05:30,22:00,20,0.5,No,No,""APSRTC bus 39P from Pendurthi to Gitam Hospital in Madhurawada. Passes through Pendurthi, Major Junction, Madhurawada. Approx 9.8 km, 34 mins."""
"VZG01247,Gopalapatnam,Gitam Hospital,Madhurawada,Madhurawada Junction,39G,Semi-Express,""Gopalapatnam, NAD Junction, Madhurawada"",12.8,43 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 39G from Gopalapatnam to Gitam Hospital in Madhurawada. Passes through Gopalapatnam, Major Junction, Madhurawada. Approx 12.8 km, 43 mins."""
"VZG01248,Kurmannapalem,Gitam Hospital,Madhurawada,Madhurawada Junction,39KN,Semi-Express,""Kurmannapalem, NAD Junction, Madhurawada"",11.0,38 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 39KN from Kurmannapalem to Gitam Hospital in Madhurawada. Passes through Kurmannapalem, Major Junction, Madhurawada. Approx 11.0 km, 38 mins."""
"VZG01249,Auto Nagar,Gitam Hospital,Madhurawada,Madhurawada Junction,400,Semi-Express,""Auto Nagar, Kancharapalem, NAD Junction, Madhurawada"",11.8,40 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 400 from Auto Nagar to Gitam Hospital in Madhurawada. Passes through Auto Nagar, Major Junction, Madhurawada. Approx 11.8 km, 40 mins."""
"VZG01250,Steel Plant,Gitam Hospital,Madhurawada,Madhurawada Junction,400,Semi-Express,""Steel Plant, Gajuwaka, NAD Junction, Madhurawada"",11.0,38 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 400 from Steel Plant to Gitam Hospital in Madhurawada. Passes through Steel Plant, Major Junction, Madhurawada. Approx 11.0 km, 38 mins."""
"VZG01251,Scindia,Gitam Hospital,Madhurawada,Madhurawada Junction,28SC,Express,""Scindia, One Town, NAD Junction, Madhurawada"",42.3,131 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28SC from Scindia to Gitam Hospital in Madhurawada. Passes through Scindia, Major Junction, Madhurawada. Approx 42.3 km, 131 mins."""
"VZG01252,One Town,Gitam Hospital,Madhurawada,Madhurawada Junction,28OT,Express,""One Town, RTC Complex, NAD Junction, Madhurawada"",42.7,133 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28OT from One Town to Gitam Hospital in Madhurawada. Passes through One Town, Major Junction, Madhurawada. Approx 42.7 km, 133 mins."""
"VZG01253,Poorna Market,Gitam Hospital,Madhurawada,Madhurawada Junction,28PM,Express,""Poorna Market, One Town, NAD Junction, Madhurawada"",44.5,138 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28PM from Poorna Market to Gitam Hospital in Madhurawada. Passes through Poorna Market, Major Junction, Madhurawada. Approx 44.5 km, 138 mins."""
"VZG01254,RK Beach,Gitam Hospital,Madhurawada,Madhurawada Junction,28RK,Express,""RK Beach, Siripuram, NAD Junction, Madhurawada"",29.4,93 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 28RK from RK Beach to Gitam Hospital in Madhurawada. Passes through RK Beach, Major Junction, Madhurawada. Approx 29.4 km, 93 mins."""
"VZG01255,Rushikonda,Gitam Hospital,Madhurawada,Madhurawada Junction,99R,City Bus,""Rushikonda, Kommadi, NAD Junction, Madhurawada"",7.9,28 mins,Rs.15,06:00,21:00,15,0.5,No,No,""APSRTC bus 99R from Rushikonda to Gitam Hospital in Madhurawada. Passes through Rushikonda, Major Junction, Madhurawada. Approx 7.9 km, 28 mins."""
"VZG01256,Lawson's Bay,Gitam Hospital,Madhurawada,Madhurawada Junction,28LB,Semi-Express,""Lawson's Bay, Siripuram, NAD Junction, Madhurawada"",19.7,64 mins,Rs.25,06:00,21:00,30,0.8,No,No,""APSRTC bus 28LB from Lawson's Bay to Gitam Hospital in Madhurawada. Passes through Lawson's Bay, Major Junction, Madhurawada. Approx 19.7 km, 64 mins."""
"VZG01257,Hanumanthuwaka,Gitam Hospital,Madhurawada,Madhurawada Junction,28H,Express,""Hanumanthuwaka, Madhavadhara, NAD Junction, Madhurawada"",48.4,150 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28H from Hanumanthuwaka to Gitam Hospital in Madhurawada. Passes through Hanumanthuwaka, Major Junction, Madhurawada. Approx 48.4 km, 150 mins."""
"VZG01258,Arilova,Gitam Hospital,Madhurawada,Madhurawada Junction,99AR,City Bus,""Arilova, NAD Junction, Madhurawada"",9.1,32 mins,Rs.15,05:30,22:00,20,0.5,No,No,""APSRTC bus 99AR from Arilova to Gitam Hospital in Madhurawada. Passes through Arilova, Major Junction, Madhurawada. Approx 9.1 km, 32 mins."""
"VZG01259,Beach Road,Gitam Hospital,Madhurawada,Madhurawada Junction,28BR,Express,""Beach Road, Siripuram, NAD Junction, Madhurawada"",29.4,93 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 28BR from Beach Road to Gitam Hospital in Madhurawada. Passes through Beach Road, Major Junction, Madhurawada. Approx 29.4 km, 93 mins."""
"VZG01260,Kailasagiri,Gitam Hospital,Madhurawada,Madhurawada Junction,28KG,Express,""Kailasagiri, RK Beach, NAD Junction, Madhurawada"",23.7,76 mins,Rs.30,06:00,21:00,30,0.8,No,No,""APSRTC bus 28KG from Kailasagiri to Gitam Hospital in Madhurawada. Passes through Kailasagiri, Major Junction, Madhurawada. Approx 23.7 km, 76 mins."""
"VZG01261,Gajuwaka,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,28,Semi-Express,""Gajuwaka, Steel Plant, NAD Junction, Madhurawada"",11.8,40 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 28 from Gajuwaka to Amma Family Clinic in Madhurawada. Passes through Gajuwaka, Major Junction, Madhurawada. Approx 11.8 km, 40 mins."""
"VZG01262,Kommadi,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,99,City Bus,""Kommadi, Madhurawada Junction"",4.9,19 mins,Rs.10,05:30,22:00,15,0.3,No,No,""APSRTC bus 99 from Kommadi to Amma Family Clinic in Madhurawada. Passes through Kommadi, Major Junction, Madhurawada. Approx 4.9 km, 19 mins."""
"VZG01263,Madhurawada,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,99,City Bus,""Madhurawada Junction, Madhurawada Market"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,No,No,""APSRTC bus 99 from Madhurawada to Amma Family Clinic in Madhurawada. Passes through Madhurawada, Major Junction, Madhurawada. Approx 1.5 km, 9 mins."""
"VZG01264,PM Palem,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,99,City Bus,""PM Palem, Madhurawada, NAD Junction, Madhurawada"",4.4,18 mins,Rs.10,05:30,22:00,15,0.3,No,No,""APSRTC bus 99 from PM Palem to Amma Family Clinic in Madhurawada. Passes through PM Palem, Major Junction, Madhurawada. Approx 4.4 km, 18 mins."""
"VZG01265,MVP Colony,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,28,Express,""MVP Colony, Seethammadhara, NAD Junction, Madhurawada"",33.3,104 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from MVP Colony to Amma Family Clinic in Madhurawada. Passes through MVP Colony, Major Junction, Madhurawada. Approx 33.3 km, 104 mins."""
"VZG01266,Siripuram,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,28,Express,""Siripuram, Jagadamba, NAD Junction, Madhurawada"",33.1,104 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Siripuram to Amma Family Clinic in Madhurawada. Passes through Siripuram, Major Junction, Madhurawada. Approx 33.1 km, 104 mins."""
"VZG01267,Dwaraka Nagar,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,28,Express,""Dwaraka Nagar, Jagadamba, NAD Junction, Madhurawada"",35.3,110 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Dwaraka Nagar to Amma Family Clinic in Madhurawada. Passes through Dwaraka Nagar, Major Junction, Madhurawada. Approx 35.3 km, 110 mins."""
"VZG01268,Maddilapalem,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,28,Express,""Maddilapalem, Seethammadhara, NAD Junction, Madhurawada"",37.7,118 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Maddilapalem to Amma Family Clinic in Madhurawada. Passes through Maddilapalem, Major Junction, Madhurawada. Approx 37.7 km, 118 mins."""
"VZG01269,NAD Junction,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,39,Semi-Express,""NAD Junction, Dondaparthy, NAD Junction, Madhurawada"",15.9,52 mins,Rs.25,05:30,22:00,30,0.8,No,No,""APSRTC bus 39 from NAD Junction to Amma Family Clinic in Madhurawada. Passes through NAD Junction, Major Junction, Madhurawada. Approx 15.9 km, 52 mins."""
"VZG01270,Seethammadhara,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,28,Express,""Seethammadhara, Dondaparthy, NAD Junction, Madhurawada"",42.0,131 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Seethammadhara to Amma Family Clinic in Madhurawada. Passes through Seethammadhara, Major Junction, Madhurawada. Approx 42.0 km, 131 mins."""
"VZG01271,Jagadamba,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,28,Express,""Jagadamba, Siripuram, NAD Junction, Madhurawada"",39.6,123 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Jagadamba to Amma Family Clinic in Madhurawada. Passes through Jagadamba, Major Junction, Madhurawada. Approx 39.6 km, 123 mins."""
"VZG01272,Asilmetta,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,28,Express,""Asilmetta, Jagadamba, NAD Junction, Madhurawada"",39.7,124 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Asilmetta to Amma Family Clinic in Madhurawada. Passes through Asilmetta, Major Junction, Madhurawada. Approx 39.7 km, 124 mins."""
"VZG01273,Railway Station,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,28,Express,""Railway Station, RTC Complex, NAD Junction, Madhurawada"",40.1,125 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from Railway Station to Amma Family Clinic in Madhurawada. Passes through Railway Station, Major Junction, Madhurawada. Approx 40.1 km, 125 mins."""
"VZG01274,RTC Complex,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,28,Express,""RTC Complex, Jagadamba, NAD Junction, Madhurawada"",39.8,124 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28 from RTC Complex to Amma Family Clinic in Madhurawada. Passes through RTC Complex, Major Junction, Madhurawada. Approx 39.8 km, 124 mins."""
"VZG01275,Airport,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,38A,City Bus,""Airport, Bhimli Road, NAD Junction, Madhurawada"",4.9,19 mins,Rs.10,05:30,22:00,15,0.3,No,No,""APSRTC bus 38A from Airport to Amma Family Clinic in Madhurawada. Passes through Airport, Major Junction, Madhurawada. Approx 4.9 km, 19 mins."""
"VZG01276,Pendurthi,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,39P,City Bus,""Pendurthi, Marripalem, NAD Junction, Madhurawada"",9.8,34 mins,Rs.15,05:30,22:00,20,0.5,No,No,""APSRTC bus 39P from Pendurthi to Amma Family Clinic in Madhurawada. Passes through Pendurthi, Major Junction, Madhurawada. Approx 9.8 km, 34 mins."""
"VZG01277,Gopalapatnam,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,39G,Semi-Express,""Gopalapatnam, NAD Junction, Madhurawada"",12.8,43 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 39G from Gopalapatnam to Amma Family Clinic in Madhurawada. Passes through Gopalapatnam, Major Junction, Madhurawada. Approx 12.8 km, 43 mins."""
"VZG01278,Kurmannapalem,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,39KN,Semi-Express,""Kurmannapalem, NAD Junction, Madhurawada"",11.0,38 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 39KN from Kurmannapalem to Amma Family Clinic in Madhurawada. Passes through Kurmannapalem, Major Junction, Madhurawada. Approx 11.0 km, 38 mins."""
"VZG01279,Auto Nagar,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,400,Semi-Express,""Auto Nagar, Kancharapalem, NAD Junction, Madhurawada"",11.8,40 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 400 from Auto Nagar to Amma Family Clinic in Madhurawada. Passes through Auto Nagar, Major Junction, Madhurawada. Approx 11.8 km, 40 mins."""
"VZG01280,Steel Plant,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,400,Semi-Express,""Steel Plant, Gajuwaka, NAD Junction, Madhurawada"",11.0,38 mins,Rs.20,05:30,22:00,20,0.5,No,No,""APSRTC bus 400 from Steel Plant to Amma Family Clinic in Madhurawada. Passes through Steel Plant, Major Junction, Madhurawada. Approx 11.0 km, 38 mins."""
"VZG01281,Scindia,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,28SC,Express,""Scindia, One Town, NAD Junction, Madhurawada"",42.3,131 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28SC from Scindia to Amma Family Clinic in Madhurawada. Passes through Scindia, Major Junction, Madhurawada. Approx 42.3 km, 131 mins."""
"VZG01282,One Town,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,28OT,Express,""One Town, RTC Complex, NAD Junction, Madhurawada"",42.7,133 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28OT from One Town to Amma Family Clinic in Madhurawada. Passes through One Town, Major Junction, Madhurawada. Approx 42.7 km, 133 mins."""
"VZG01283,Poorna Market,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,28PM,Express,""Poorna Market, One Town, NAD Junction, Madhurawada"",44.5,138 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28PM from Poorna Market to Amma Family Clinic in Madhurawada. Passes through Poorna Market, Major Junction, Madhurawada. Approx 44.5 km, 138 mins."""
"VZG01284,RK Beach,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,28RK,Express,""RK Beach, Siripuram, NAD Junction, Madhurawada"",29.4,93 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 28RK from RK Beach to Amma Family Clinic in Madhurawada. Passes through RK Beach, Major Junction, Madhurawada. Approx 29.4 km, 93 mins."""
"VZG01285,Rushikonda,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,99R,City Bus,""Rushikonda, Kommadi, NAD Junction, Madhurawada"",7.9,28 mins,Rs.15,06:00,21:00,15,0.5,No,No,""APSRTC bus 99R from Rushikonda to Amma Family Clinic in Madhurawada. Passes through Rushikonda, Major Junction, Madhurawada. Approx 7.9 km, 28 mins."""
"VZG01286,Lawson's Bay,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,28LB,Semi-Express,""Lawson's Bay, Siripuram, NAD Junction, Madhurawada"",19.7,64 mins,Rs.25,06:00,21:00,30,0.8,No,No,""APSRTC bus 28LB from Lawson's Bay to Amma Family Clinic in Madhurawada. Passes through Lawson's Bay, Major Junction, Madhurawada. Approx 19.7 km, 64 mins."""
"VZG01287,Hanumanthuwaka,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,28H,Express,""Hanumanthuwaka, Madhavadhara, NAD Junction, Madhurawada"",48.4,150 mins,Rs.40,05:30,22:00,30,0.8,No,No,""APSRTC bus 28H from Hanumanthuwaka to Amma Family Clinic in Madhurawada. Passes through Hanumanthuwaka, Major Junction, Madhurawada. Approx 48.4 km, 150 mins."""
"VZG01288,Arilova,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,99AR,City Bus,""Arilova, NAD Junction, Madhurawada"",9.1,32 mins,Rs.15,05:30,22:00,20,0.5,No,No,""APSRTC bus 99AR from Arilova to Amma Family Clinic in Madhurawada. Passes through Arilova, Major Junction, Madhurawada. Approx 9.1 km, 32 mins."""
"VZG01289,Beach Road,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,28BR,Express,""Beach Road, Siripuram, NAD Junction, Madhurawada"",29.4,93 mins,Rs.35,05:30,22:00,30,0.8,No,No,""APSRTC bus 28BR from Beach Road to Amma Family Clinic in Madhurawada. Passes through Beach Road, Major Junction, Madhurawada. Approx 29.4 km, 93 mins."""
"VZG01290,Kailasagiri,Amma Family Clinic,Madhurawada,Madhurawada Bus Stop,28KG,Express,""Kailasagiri, RK Beach, NAD Junction, Madhurawada"",23.7,76 mins,Rs.30,06:00,21:00,30,0.8,No,No,""APSRTC bus 28KG from Kailasagiri to Amma Family Clinic in Madhurawada. Passes through Kailasagiri, Major Junction, Madhurawada. Approx 23.7 km, 76 mins."""
"VZG01291,Gajuwaka,Physiotherapy & Emergency Care Hospital,Madhurawada,Madhurawada Junction,28,Semi-Express,""Gajuwaka, Steel Plant, NAD Junction, Madhurawada"",11.8,40 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28 from Gajuwaka to Physiotherapy & Emergency Care Hospital in Madhurawada. Passes through Gajuwaka, Major Junction, Madhurawada. Approx 11.8 km, 40 mins."""
"VZG01292,Kommadi,Physiotherapy & Emergency Care Hospital,Madhurawada,Madhurawada Junction,99,City Bus,""Kommadi, Madhurawada Junction"",4.9,19 mins,Rs.10,05:30,22:00,15,0.3,Yes,No,""APSRTC bus 99 from Kommadi to Physiotherapy & Emergency Care Hospital in Madhurawada. Passes through Kommadi, Major Junction, Madhurawada. Approx 4.9 km, 19 mins."""
"VZG01293,Madhurawada,Physiotherapy & Emergency Care Hospital,Madhurawada,Madhurawada Junction,99,City Bus,""Madhurawada Junction, Madhurawada Market"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,Yes,No,""APSRTC bus 99 from Madhurawada to Physiotherapy & Emergency Care Hospital in Madhurawada. Passes through Madhurawada, Major Junction, Madhurawada. Approx 1.5 km, 9 mins."""
"VZG01294,PM Palem,Physiotherapy & Emergency Care Hospital,Madhurawada,Madhurawada Junction,99,City Bus,""PM Palem, Madhurawada, NAD Junction, Madhurawada"",4.4,18 mins,Rs.10,05:30,22:00,15,0.3,Yes,No,""APSRTC bus 99 from PM Palem to Physiotherapy & Emergency Care Hospital in Madhurawada. Passes through PM Palem, Major Junction, Madhurawada. Approx 4.4 km, 18 mins."""
"VZG01295,MVP Colony,Physiotherapy & Emergency Care Hospital,Madhurawada,Madhurawada Junction,28,Express,""MVP Colony, Seethammadhara, NAD Junction, Madhurawada"",33.3,104 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from MVP Colony to Physiotherapy & Emergency Care Hospital in Madhurawada. Passes through MVP Colony, Major Junction, Madhurawada. Approx 33.3 km, 104 mins."""
"VZG01296,Siripuram,Physiotherapy & Emergency Care Hospital,Madhurawada,Madhurawada Junction,28,Express,""Siripuram, Jagadamba, NAD Junction, Madhurawada"",33.1,104 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from Siripuram to Physiotherapy & Emergency Care Hospital in Madhurawada. Passes through Siripuram, Major Junction, Madhurawada. Approx 33.1 km, 104 mins."""
"VZG01297,Dwaraka Nagar,Physiotherapy & Emergency Care Hospital,Madhurawada,Madhurawada Junction,28,Express,""Dwaraka Nagar, Jagadamba, NAD Junction, Madhurawada"",35.3,110 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from Dwaraka Nagar to Physiotherapy & Emergency Care Hospital in Madhurawada. Passes through Dwaraka Nagar, Major Junction, Madhurawada. Approx 35.3 km, 110 mins."""
"VZG01298,Maddilapalem,Physiotherapy & Emergency Care Hospital,Madhurawada,Madhurawada Junction,28,Express,""Maddilapalem, Seethammadhara, NAD Junction, Madhurawada"",37.7,118 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from Maddilapalem to Physiotherapy & Emergency Care Hospital in Madhurawada. Passes through Maddilapalem, Major Junction, Madhurawada. Approx 37.7 km, 118 mins."""
