Restaurant Name,Address,City,Category,Rating,Reviews Count,Speciality,Budget Min (INR),Budget Max (INR),Expected Budget Range
The Fish Fry,"fishing harbour, town hall, beach rd",Visakhapatnam,Fish & chips restaurant,1.0,1,"Fresh seafood: fish fry, prawn curry, crab masala & coastal Andhra delicacies",200,800,Rs.200 - Rs.800 per person
Dhaba City Punjab,p863+j86,Visakhapatnam,Restaurant,2.8,28,"North Indian curries, roti, dal makhani, paneer dishes & lassi",120,450,Rs.120 - Rs.450 per person
Ramana Tea Stall,nowroji rd,Visakhapatnam,Restaurant,4.6,49,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Sai Durga Veg & Non Veg Curry Point,p863+mm4,Visakhapatnam,Restaurant,4.1,16,"Pure vegetarian meals, South Indian & North Indian veg dishes",80,300,Rs.80 - Rs.300 per person
Sv Restaurant,14-37-35/1,Visakhapatnam,Restaurant,4.8,82,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Mustang Bar,"p884+684, waltair main rd",Visakhapatnam,Bar,3.8,176,"Cocktails, mocktails, beverages & bar snacks",300,1200,Rs.300 - Rs.1200 per person
Ganesh Tiffin'S,13-9-32,Visakhapatnam,Restaurant,5.0,1,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Jai Jagannath Parlour,kgh op gate down,Visakhapatnam,Indian restaurant,2.8,17,"Indian cuisine with rice, curries, dals & traditional meals",100,400,Rs.100 - Rs.400 per person
Asha Tiffin Shop,"near saraswathi park, opposite venkateswara theatre",Visakhapatnam,Tiffin center,5.0,4,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Taj Mahal Hotel,"d.no. 30-15-195, 75 feet rd, opposite hotel dolphin",Visakhapatnam,Restaurant,3.6,51,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
Naidu'S Kitchen,"28-10-8, jagadamba commercial complex",Visakhapatnam,Restaurant,2.9,28,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Sri Lucky Fast Foods,p863+h32,Visakhapatnam,Fast food restaurant,4.8,32,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Something Else Not Alakapuri,"78-10-78/1, chitralaya rd, beside madan motors",Visakhapatnam,Biryani restaurant,3.8,488,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Royal Hyderabadi Restaurant,opp. clock tower,Visakhapatnam,Restaurant,3.6,50,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Cmr Street Food,p873+vf6,Visakhapatnam,Fast food restaurant,3.9,398,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Food O' Clock Fastfoods& Mojitos,"opposite saraswati park junction, beside gayatri enterprises",Visakhapatnam,Fast food restaurant,5.0,1,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Annapurna Family Restaurant,"saraswati park rd, opposite orange hotel",Visakhapatnam,Restaurant,3.4,8,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Sri Kanakadurga Parlour,"30-15-175, yellamathota road",Visakhapatnam,Restaurant,4.6,14,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Anr Food Plaza,anr landmark,Visakhapatnam,Family restaurant,5.0,1,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Surya Foods Vizag,"18-9/32/1, leelamahal up rd",Visakhapatnam,Andhra restaurant,4.2,30,"Authentic Andhra meals, spicy curries, rice dishes & chutneys",80,300,Rs.80 - Rs.300 per person
Sri Krishna Mess-Pure Veg,p862+rfv,Visakhapatnam,South Indian restaurant,4.7,430,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Vandana'S Dine Inn,"4a, chitralaya rd",Visakhapatnam,Restaurant,4.2,13,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Suruchulu - Authentic Indian Restaurant,"42a, bhanu st, beside lane of pantaloons",Visakhapatnam,Restaurant,4.9,37,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Uncle Peter'S Pancakes Vizag,"swarna bharathi indoor stadium junction, 9-1-78, resapuvanipalem rd, opp. hp petrol bunk, beside falak restaurant",Visakhapatnam,Pancake restaurant,3.1,36,"Fresh baked goods, cakes, pastries, cookies & sweets",50,300,Rs.50 - Rs.300 per person
Sagar Tiffins,p863+j59,Visakhapatnam,Indian restaurant,4.4,76,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Sss Good Foods,waltair main rd,Visakhapatnam,South Indian restaurant,4.2,384,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
The Eatery,"10-28-3, waltair main rd",Visakhapatnam,Fine dining restaurant,4.1,892,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Taste Well Noodles,"shop no, 10, masjid rd",Visakhapatnam,Fast food restaurant,3.8,128,"Indo-Chinese dishes: fried rice, noodles, manchurian & soups",100,350,Rs.100 - Rs.350 per person
Subham Kitchen,beside subham chemists main branch,Visakhapatnam,Restaurant,4.8,17,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
4 Flavours,"shop no - g3, aarya complex allipuram ward, near leela mahal theatre",Visakhapatnam,Restaurant,4.8,109,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Mayabazar Restaurant,"2nd floor, 46-15-24, diamond park rd, above old maa chutneys",Visakhapatnam,South Indian restaurant,4.2,559,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Caffron Multi Cuisine Restaurent,saraswathi park jn,Visakhapatnam,Restaurant,3.2,5,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Pastry'S Mafia The Restaurant,28-9-57,Visakhapatnam,Restaurant,3.8,31,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Usha Pulka Center,"29-2-63, old jail rd, near state bank of india",Visakhapatnam,Restaurant,4.7,25,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Mekong Restaurant,"hotel green park, ram nagar lig 1/iv, ram nagar rd",Visakhapatnam,Pan-Asian restaurant,4.5,1764,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Nellore Vari Mess- Hotel Chandras,"30-12-38, ranga st, opp. hirawats",Visakhapatnam,Restaurant,3.9,10411,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
Bismillah Chicken Centre,leelamahal rd,Visakhapatnam,Restaurant,,0,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Southindian Tiffin Centre,kishan bhavan,Visakhapatnam,Indian restaurant,4.0,1,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Chinese Wok,"ward 27, suryabagh,revenue, 28-10-17, chitralaya rd, beside icici bank",Visakhapatnam,Chinese restaurant,4.4,190,"Indo-Chinese dishes: fried rice, noodles, manchurian & soups",100,350,Rs.100 - Rs.350 per person
Saatvik Restaurant,30-11-2,Visakhapatnam,North Indian restaurant,3.9,231,"North Indian curries, roti, dal makhani, paneer dishes & lassi",120,450,Rs.120 - Rs.450 per person
Hare Krishna Restaurant,apollo hospitals,Visakhapatnam,Food court,3.1,8,Multi-cuisine food court with quick bites & combo meals,80,300,Rs.80 - Rs.300 per person
Sathya Durga Tiffin & Fast Food Center,"p878+246, nowroji rd",Visakhapatnam,Breakfast restaurant,,0,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
LochanS Swadista Foods,"chikoti garden rd, opposite novotel, near century club",Visakhapatnam,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Madeena Rolls And Chicken Pakodi,"13-26-10, near hotel madeena",Visakhapatnam,Fast food restaurant,,0,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Ruchira,"ground floor no. 9, 29-13",Visakhapatnam,Restaurant,3.7,58,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Double Roti,p889+w9h,Visakhapatnam,Hamburger restaurant,4.1,409,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Cascades Restaurant,dolphin hotels,Visakhapatnam,North Indian restaurant,4.4,657,"North Indian curries, roti, dal makhani, paneer dishes & lassi",120,450,Rs.120 - Rs.450 per person
Sri Sai Ram Restaurant & Bar,"28-9-40/5, raja rammohan roy rd",Visakhapatnam,Bar,3.5,55,"Cocktails, mocktails, beverages & bar snacks",300,1200,Rs.300 - Rs.1200 per person
Rfc Food'S,"25-8-69, town kotha rd",Visakhapatnam,Fast food restaurant,,0,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Ramesh Noodles,"kottaroad, town kotha rd",Visakhapatnam,Restaurant,,0,"Indo-Chinese dishes: fried rice, noodles, manchurian & soups",100,350,Rs.100 - Rs.350 per person
Tulips,waltair main rd,Visakhapatnam,Restaurant,4.2,703,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Priyanka Mess(Pure Veg),sbi road,"Yerragondapalem, Visakhapatnam",Breakfast restaurant,,0,"Pure vegetarian meals, South Indian & North Indian veg dishes",80,300,Rs.80 - Rs.300 per person
Lazeez Pista Haleem Point,"founta plaza, jothee theatre rd",Visakhapatnam,Fast food restaurant,3.9,1039,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
S.V.T Biriyani,"p872+63r, raja rammohan roy rd",Visakhapatnam,Restaurant,5.0,1,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Mr . Crazy Pizza Shop,"all india raido station, back side road",Visakhapatnam,Soft drinks shop,5.0,16,"Pizzas, pasta, garlic bread & Italian-style fast food",150,600,Rs.150 - Rs.600 per person
Adilaxmi Papds,11-apr,Visakhapatnam,Fast food restaurant,,0,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Praneeth Fast Food Center,bhanu st,Visakhapatnam,Restaurant,5.0,2,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Hotel Kerala Bhavan,"26-14-216, 26-1-63, town kotha rd",Visakhapatnam,South Indian restaurant,3.8,307,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Hotel Annapurna,"shop no 1, padmavathi complex, 13, ground floor, 10-29-10, near amrutha dry fruits",Visakhapatnam,Restaurant,3.4,5,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
Venkat Sai Catering,"door no -22, dwaramvari street, 1-79, panja jn",Visakhapatnam,Restaurant supply store,5.0,1,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Sri Raju Gari Military Hotel,"d no:7-5-42, opposite officers club",Visakhapatnam,Chinese restaurant,3.6,273,"Indo-Chinese dishes: fried rice, noodles, manchurian & soups",100,350,Rs.100 - Rs.350 per person
Mr And Mrs Idly South Indian Restaurant,"p879+5w3, rk beach rd, beside kali temple",Visakhapatnam,Breakfast restaurant,2.9,96,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
???? Podham ??.. Mama,"p8c8+mgj, waltair main rd",Visakhapatnam,Chinese restaurant,4.8,4,"Indo-Chinese dishes: fried rice, noodles, manchurian & soups",100,350,Rs.100 - Rs.350 per person
Panduranga Tiffins,"p88c+2mw, beach rd, near panduranga swamy temple",Visakhapatnam,Restaurant,5.0,2,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Cafe Sahoo,29-13-25,Visakhapatnam,Continental restaurant,4.8,4,"Continental & Italian cuisine: pasta, grills, salads & mocktails",200,800,Rs.200 - Rs.800 per person
Sugarr,beach rd,Visakhapatnam,Restaurant,4.0,6,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Hotel Amantran,p887+533,Visakhapatnam,Bengali restaurant,4.8,4,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
Vijayawada Tiffin Center,leelamahal rd,Visakhapatnam,Restaurant,5.0,1,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
The Foodwala.Com,"nowroji rd, opp. vasant motors exclusive",Visakhapatnam,Biryani restaurant,4.0,306,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Hot Chilli,"33-14-81, near dabagardens",Visakhapatnam,Restaurant,4.8,25,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
North Indian Food,"krishnagar, krishna nagar, maharani peta, visakhapatnam, andhra pradesh, 530002, shop no 8 , zilla parishad shopping complex",Visakhapatnam,North Indian restaurant,4.0,4,"North Indian curries, roti, dal makhani, paneer dishes & lassi",120,450,Rs.120 - Rs.450 per person
Manmohan Rajasthani Bhojanalay,"allipuram market rd, near gokul theater","Yathapeta, Visakhapatnam",Restaurant,4.4,7,"North Indian curries, roti, dal makhani, paneer dishes & lassi",120,450,Rs.120 - Rs.450 per person
Sri Satya Restaurant & Bar,"p73v+3ph, town kotha rd",Visakhapatnam,Restaurant,3.1,13,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Mast Biryani N Bites,"31-35-10, near south jail road, beside hot chips",Visakhapatnam,Biryani restaurant,4.8,8,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Kebabri,p8f9+g6w,Visakhapatnam,Punjabi restaurant,4.0,108,"North Indian curries, roti, dal makhani, paneer dishes & lassi",120,450,Rs.120 - Rs.450 per person
Bombay Food Zone Vizag,"10-31-16/1, seven hills road",Visakhapatnam,Fast food restaurant,4.1,7,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Dosa Mahal,"panduranga swamy temple rd, opposite officers club, near military hotel",Visakhapatnam,South Indian restaurant,4.8,19,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Tap The Sports Bar,"15-3-22, varun inox, block no 4, beach rd, beside maharani peta",Visakhapatnam,Pub,4.2,1191,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Blazed Pizza,"ramnagar, opposite omni rk hospitals",Visakhapatnam,Italian restaurant,4.0,12,"Pizzas, pasta, garlic bread & Italian-style fast food",150,600,Rs.150 - Rs.600 per person
Sri Vasavi Tiffins,"25-8-219, town kotha rd",Visakhapatnam,Breakfast restaurant,4.3,7,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Kaloreez - The Wholesome Eatery,"plot 95, oota gadda rd",Visakhapatnam,Restaurant,3.7,22,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Manasa A/C Restaurant,"near sangeet & geeth theatre, allipuram market rd",Visakhapatnam,Biryani restaurant,4.1,342,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Mana Inti Bhojanam,,Visakhapatnam,Restaurant,4.8,10,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Alhamdulillah Hotel,"33-14-135, allipuram market rd",Visakhapatnam,Family restaurant,4.4,147,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
Take Away Tiffin Centre,"d.no.30-15-112, ground floor sri sai gupta plaza, main rd, beside woodland showroom",Visakhapatnam,Breakfast restaurant,4.2,30,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Mehfil - Multi Cuisine Restaurant | Vizag,"door no: 31-32-41/1, dabagardens opp jyothi theatre ladies gate allipuram",Visakhapatnam,Restaurant,4.7,386,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
The Belgian Waffle Co,"balaji's mangalagiri chambers, 9-14-5, vip rd, above hotel tycoon",Visakhapatnam,Dessert restaurant,4.2,1288,"Ice creams, sundaes, desserts & frozen treats",60,250,Rs.60 - Rs.250 per person
Appalanaidu Tiffin Centre,p877+gr9,Visakhapatnam,Restaurant,4.2,42,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Baamma Gaari Tiffins,"shop no.5, tirumala plaza, daba garden rd",Visakhapatnam,Breakfast restaurant,4.9,119,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Veux Gourmet Eatery,"p17, behind waltair club","Gangapur, Visakhapatnam",Restaurant,4.1,160,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Brew N Cue - A Continental Bistro,"door no:11-9, sai sagar saudha,first floor,plot no 53, 37/1",Visakhapatnam,Continental restaurant,4.4,188,"Continental & Italian cuisine: pasta, grills, salads & mocktails",200,800,Rs.200 - Rs.800 per person
Panchavathi Tiffin Center,p866+3q8,Visakhapatnam,Tiffin center,4.2,1881,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Cabritoz Arabic Mandi Restaurant,opp. varun inox,Visakhapatnam,Middle Eastern restaurant,4.1,3939,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Vizag Bbq & Pulao,"31-1-3, south jail road, railway station rd, near vivekananda statue, near calvery church",Visakhapatnam,Restaurant,4.3,138,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Patnam House,"harbour park rd, opposite ramakrishna mission aasharam rk beach",Visakhapatnam,Restaurant,4.8,84,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Kai,beach rd,Visakhapatnam,Asian restaurant,4.8,1346,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Raju Gari Inti Vindhu,"10-53-287, seven hills hospital road",Visakhapatnam,Restaurant,4.4,67,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
